correlation_pair,pearson_r,pearson_p,spearman_rho,spearman_p
curvature_vs_field_rate,-0.13440110432485752,0.005921345632709272,-0.2178680982270265,6.953876600460367e-06
curvature_vs_laplacian,-0.1300201980144916,0.007776654993856877,-0.02192843072312723,0.6548468709356378
